,SMILES,index_low_affinity,counts_low_affinity,RDkit_Objects,index_high_affinity,counts_high_affinity,index,counts,frequencies_low_affinity,frequencies_high_affinity,scoring
608,Nc1ccccc1F,18978,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3273ba0>,2282,2,20079,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
609,cccc(n)N,32609,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37ff120>,3784,2,34487,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
610,cc(c)[C@H](C)NC,25933,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31b3a50>,3074,2,27441,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
611,cc(n)CCC,26610,14,<rdkit.Chem.rdchem.Mol object at 0x7f2bd391a740>,3124,2,28147,16,0.010744435917114352,0.02040816326530612,0.009560451860939217
612,cNC,21447,93,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3adb890>,2573,8,22704,101,0.0713737528779739,0.08163265306122448,0.009552203744935431
613,COc1cc(C)cc(C)c1C,13177,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b25c80>,1576,1,13958,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
614,COC(=O)NC(C)C,12346,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd300b510>,1479,1,13079,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
615,COC(=O)N[C@H](C(=O)N(C)C)C(C)C,12351,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3017890>,1480,1,13084,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
616,COC(=O)N[C@H](C(=O)N1CC(C)C1)C(C)C,12352,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2fc0a50>,1481,1,13085,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
617,COC(=O)N[C@H](C(=O)N1CCC1)C(C)C,12353,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2fc02e0>,1482,1,13086,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
618,COCCOc1ccccc1,12666,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30cb430>,1524,1,13417,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
619,COc1ccc(CNC(N)=O)c(OC)c1,13499,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3287820>,1627,1,14301,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
620,COC(=O)N[C@H](C(N)=O)C(C)C,12354,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2ffa740>,1483,1,13087,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
621,CN1C[C@@H]2CCC[C@H]2[C@H]1C(N)=O,10033,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3493eb0>,1188,1,10623,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
622,COc1cccc(COC(C)C)c1,13746,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32dc7b0>,1652,1,14560,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
623,COC(=O)[C@@H]1CCN(C)C[C@H]1C,12382,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3148cf0>,1490,1,13120,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
624,CN1C[C@@H]2OCC(=O)N(C)[C@@H]2C1,10040,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3171040>,1189,1,10630,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
625,COC(CN)CN,12526,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e32660>,1501,1,13268,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
626,C[C@@H]1C[C@@H](c2ccccc2)CN1C,14811,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bcb820>,1790,1,15691,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
627,COc1cccc(CO)c1,13745,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3266120>,1651,1,14559,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
628,CNc1cccc(Cl)c1,12168,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3548cf0>,1461,1,12893,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
629,COc1ccc(CNC(C)=O)cc1OC,13497,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38c07b0>,1626,1,14299,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
630,COCCOc1ccc(C)cc1,12662,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd306b0b0>,1522,1,13412,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
631,COC(=O)C(C)c,12281,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e7cf20>,1477,1,13014,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
632,COC(=O)[C@@H]1CCNC[C@H]1C,12388,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3132350>,1491,1,13126,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
633,COc1ccc(OCC(=O)N(C)C)cc1,13607,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b23350>,1644,1,14418,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
634,C[C@H](C)[C@@H](C(N)=O)N(C)C,15046,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3462200>,1813,1,15937,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
635,COc1cc(C(N)=O)ccn1,13158,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c2a510>,1574,1,13939,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
636,CNC(=O)N[C@@H]1CC(=O)N(C(C)C)C1,10577,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd391a9e0>,1272,1,11216,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
637,COc1cc(CN(C(C)=O)C(N)=O)cc(Cl)c1O,13229,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32b5510>,1582,1,14012,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
638,CN1CC(=O)Nc2c(F)cccc21,9602,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32aaf90>,1138,1,10165,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
639,C[C@H](CN)c1ccccc1,15096,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35fb0b0>,1822,1,15992,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
640,CN1CC(=O)N(CC(F)(F)F)C1,9594,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c2cba0>,1136,1,10156,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
641,CO[C@@H]1CCCN(C(c)=O)C1,12937,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2e9f4a0>,1550,1,13701,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
642,CN1CCN(C(=O)c2cccc(N(C)C)c2)CC1,9767,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34a32e0>,1154,1,10339,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
643,CN1CN(C(=O)c2ccnc(O)c2)CC1=O,10011,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c320b0>,1185,1,10599,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
644,CN1CCCCCC1,9670,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39962e0>,1148,1,10240,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
645,CO[C@]1(CN)CCO[C@H]1C,13085,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e1ba50>,1561,1,13857,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
646,C[C@H](C(N)=O)N1CCc2ccccc2C1,14964,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3dddc10>,1807,1,15854,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
647,COc1cc(O)ccc1CNC(N)=O,13324,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd326e0b0>,1592,1,14110,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
648,COc1ccc(Cl)cc1C,13509,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33479e0>,1629,1,14312,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
649,COc1ccc(Cl)cc1CCN,13510,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32fe890>,1630,1,14313,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
650,C[C@H](CN(C)C)c1ccccc1,15083,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3641d60>,1818,1,15978,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
651,CNc1cccc([C@@H](C)N)c1,12192,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36d3eb0>,1462,1,12917,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
652,CNC(=O)N[C@@H]1CC(=O)N(C2CC2)C1,10578,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38e7f20>,1273,1,11217,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
653,C[C@@H]1CN(C)CC[C@H]1C(=O)O,14712,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3193ba0>,1785,1,15589,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
654,CN(C)Cc1ccc(C#N)c(F)c1,9149,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33473c0>,1084,1,9687,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
655,C[C@@H]1CCN(C(N)=O)[C@@H](C)C1,14583,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32f70b0>,1763,1,15449,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
656,C[C@@H]1CCN(C)[C@H](C(N)=O)C1,14589,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd340f900>,1767,1,15455,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
657,C[C@@H]1CC[C@@H](CN)O1,14629,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37c2580>,1780,1,15503,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
658,C[C@@H]1CCCCN1C(N)=O,14528,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd361b7b0>,1752,1,15390,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
659,CNC(=O)c1cccc(F)c1,10911,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37bf3c0>,1303,1,11568,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
660,C[C@H](O)CNC(=O)N1CCCCC1,15364,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd30052e0>,1857,1,16274,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
661,CNC(=O)N1CC[C@H](Cc2ccccc2)C1,10422,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3796c80>,1253,1,11053,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
662,CN(C)CCCNC(=O)N(C)C,9060,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3826c10>,1074,1,9597,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
663,C[C@@H]1CCN2C(=O)N(C)C(=O)[C@@H]2C1,14608,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33ed350>,1769,1,15475,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
664,CN(C)[C@@H]1CCCNC1,9278,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3062a50>,1096,1,9821,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
665,C[C@@H]1CCNC(=O)C1,14611,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3331ba0>,1773,1,15481,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
666,CNC(=O)Nc1ccc2c(c1)N(C)CC2,10633,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34394a0>,1277,1,11274,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
667,C[C@@H]1CCN[C@@H](C)C1,14616,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32abd60>,1774,1,15486,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
668,C[C@@H]1CCN[C@H](C)C1,14618,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3410cf0>,1775,1,15488,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
669,CN(C)CC1=Cc2ccccc2OC1,9039,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3150040>,1073,1,9576,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
670,C[C@@H]1CCN(C)[C@@H](C(N)=O)C1,14588,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3314970>,1766,1,15454,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
671,CNC(=O)NC[C@@H]1CCN(c)C1,10508,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38faac0>,1262,1,11142,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
672,C[C@H](N)C(=O)N[C@@H](C)c1cc2ccccc2o1,15162,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3dc02e0>,1831,1,16063,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
673,C[C@H](N)C(=O)N1CC(Cc2ccccc2Cl)C1,15126,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2fb8c80>,1828,1,16025,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
674,C[C@@H]1CCC[C@H]1[C@@H](C)N,14568,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34d8190>,1762,1,15434,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
675,CNC(=O)Cn1c(C)cc(C)nc1=O,10351,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3640ac0>,1233,1,10969,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
676,CN(C)c1cccc(F)c1N,9379,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd327b820>,1109,1,9928,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
677,C[C@@H]1CCC[C@H]1CN,14565,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd346d190>,1761,1,15431,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
678,CNC(=O)CNC(=O)N1CCN(c)CC1,10280,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39c0660>,1218,1,10889,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
679,C[C@@H]1CCC[C@H]1C,14564,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3464ba0>,1760,1,15430,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
680,CN(C)c1ccnn1C,9404,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3233eb0>,1118,1,9953,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
681,CNC(=O)CNC(N)=O,10285,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39c0120>,1221,1,10895,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
682,C[C@H](N)c1cc2ccccc2o1,15232,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d686d0>,1840,1,16135,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
683,CNC(=O)CNC(c)=O,10286,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f34890>,1222,1,10896,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
684,C[C@H](N)[C@H]1CNC(=O)C1,15227,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd35c1ac0>,1839,1,16130,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
685,C[C@@H]1CCN(C(N)=O)[C@H](C)C1,14584,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33a7270>,1764,1,15450,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
686,CN(C)c1ccnc(N(C)C)n1,9401,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd36d3f90>,1117,1,9950,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
687,CN1C(=O)[C@@H]2[C@@H]3CCC[C@H]3CN2C1=O,9581,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34d8f20>,1134,1,10142,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
688,C[C@H](N)CC(F)(F)F,15176,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2ebc510>,1835,1,16079,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
689,CNC(=O)NCc1ccccc1OC,10550,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd329c4a0>,1269,1,11188,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
690,CNC(=O)NCCc1ccccc1OC,10493,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3700ba0>,1260,1,11126,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
691,CNC(=O)NCc1ccn(C)c1,10551,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3492e40>,1270,1,11189,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
692,C[C@@H]1OCC(=O)N(Cc2ccccc2)[C@@H]1CN,14872,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd318a890>,1795,1,15756,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
693,C[C@@H](O)C(=O)N1CCOCC1,14348,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd31bff90>,1734,1,15197,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
694,C[C@@H]1OCC[C@]12CN(C)CCO2,14884,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e13660>,1797,1,15768,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
695,C[C@@H]1[C@@H]2CCC[C@H]2CN1C,14906,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd34b6c10>,1799,1,15791,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
696,CNC(=O)[C@@H]1CCCN(C(=O)C(C)C)C1,10693,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37b23c0>,1285,1,11339,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
697,CN1CCc2ccc(NC(N)=O)cc21,9990,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd347e9e0>,1178,1,10575,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
698,CNC(=O)Nc1ccc(C)c(N(C)C)c1,10627,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3428350>,1276,1,11268,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
699,C[C@@H]1OCC[C@@]1(C)O,14878,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d7bb30>,1796,1,15762,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
700,CNC(=O)NCc1ccc(OC)cc1OC,10544,1,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3291740>,1268,1,11182,2,0.0007674597083653108,0.01020408163265306,0.009429382475525733
701,CCCC(N)=O,3543,54,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3cc0cf0>,450,5,3781,59,0.04144282425172678,0.05102040816326531,0.009188774119728602
702,ccc(cc)[C@H](C)N,30933,54,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3a36820>,3611,5,32716,59,0.04144282425172678,0.05102040816326531,0.009188774119728602
703,CNC(=O)[C@H](C)N,10742,28,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3db35f0>,1289,3,11390,31,0.021488871834228703,0.030612244897959183,0.008929413518862018
704,cc(c)F,24396,252,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d8e4a0>,2914,20,25821,272,0.19339984650805833,0.20408163265306123,0.00880341940782761
705,CNC(=O)c1ccccc1,10922,15,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3de7eb0>,1308,2,11580,17,0.011511895625479662,0.02040816326530612,0.008794441963105795
706,cccn(c)C,32622,15,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3480900>,3789,2,34500,17,0.011511895625479662,0.02040816326530612,0.008794441963105795
707,CC[C@H](CN)OC,7553,15,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3da5660>,889,2,7997,17,0.011511895625479662,0.02040816326530612,0.008794441963105795
708,ccc(cc)OCC(N)=O,30440,15,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b6b5f0>,3568,2,32193,17,0.011511895625479662,0.02040816326530612,0.008794441963105795
709,ccc(OC)c(c)O,28625,81,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e09120>,3356,7,30270,88,0.06216423637759018,0.07142857142857142,0.008705960019157216
710,CNC(=O)N1C[C@@H](C)O[C@@H](C)C1,10437,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd347ef20>,1255,1,11069,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
711,C[C@@H]1CCC(=O)N1C,14518,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c67740>,1749,1,15379,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
712,CN1CCO[C@H](c2ccccc2Cl)C1,9914,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd322f4a0>,1166,1,10492,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
713,CNc1ccc(C)c(Cl)c1,12071,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f00890>,1447,1,12789,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
714,CNC(=O)N1CCN(c2ccccc2)CC1,10399,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd39e80b0>,1249,1,11029,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
715,CN(C)Cc1cc(O)cc(Cl)c1,9145,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3317f20>,1083,1,9683,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
716,CN1CCO[C@](C)(C)C1,9917,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3e01ba0>,1168,1,10496,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
717,CN(C)Cc1cc(Cl)c2c(c1)OCCO2,9140,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32b8270>,1082,1,9678,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
718,CN1CCOC1=O,9884,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3870900>,1162,1,10460,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
719,CN(C)CN(C)C,9107,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3c43e40>,1080,1,9645,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
720,CN1C[C@@H]2OCCN(C)[C@@H]2C1,10042,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3197b30>,1191,1,10633,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
721,CN(C)C[C@@](C)(C)O,9118,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d945f0>,1081,1,9656,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
722,CO[C@@H](CN)c1ccccc1Cl,12899,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd324ff90>,1548,1,13662,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
723,COc1ccc(CC(C)C)cc1,13444,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd349d190>,1618,1,14244,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
724,COC1CCN(C)CC1,12551,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3317cf0>,1508,1,13295,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
725,CNc1ccc(F)cc1Cl,12096,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d2c120>,1451,1,12815,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
726,COC(N)=O,12528,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3005190>,1502,1,13270,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
727,COc1ccc(CN)c(OC)c1,13481,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd329c580>,1622,1,14282,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
728,COc1ccc(CN)cc1,13482,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd319ec80>,1623,1,14283,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
729,COc1ccc(CN)cc1OC,13487,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd38cbd60>,1624,1,14288,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
730,CNc1ccc2c(c1)N(C)CC2,12133,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3428f20>,1455,1,12854,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
731,CNC(=O)CNC(C)=O,10283,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3b6b820>,1220,1,10893,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
732,CN1C(=O)[C@@H]2CCCCN2C1=O,9579,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd33a7cf0>,1133,1,10140,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
733,CN1CC[C@H](Cc2ccccc2)C1,9965,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3770190>,1172,1,10546,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
734,CNC1CCN(c)CC1,11010,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd381e970>,1322,1,11676,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
735,C[C@@](C)(O)CCO,14920,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3d68ac0>,1800,1,15805,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
736,C[C@H](O)CCO,15340,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3bf57b0>,1852,1,16250,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
737,COc1cc(O)ccc1CN,13320,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3234d60>,1590,1,14105,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
738,COc1c(O)cc(CN(C)C)cc1Cl,13107,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd32f7510>,1573,1,13888,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
739,CN(C)Cc1ccc(N(C)C)cc1,9168,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3acc510>,1086,1,9706,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
740,C[C@H](CN)[C@@H](C)N,15093,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2f16f90>,1821,1,15989,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
741,CN1CC(Cc2ccccc2Cl)C1,9608,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd2fb80b0>,1139,1,10171,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
742,CN1CCc2ccc(N)cc21,9987,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3439740>,1177,1,10572,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
743,CNC(=O)N1CCC[C@@H]1c1cccc(O)c1,10383,2,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3dc7270>,1248,1,11013,3,0.0015349194167306216,0.01020408163265306,0.008655865957463546
744,cc(n)N,26704,55,<rdkit.Chem.rdchem.Mol object at 0x7f2bd37eca50>,3132,5,28244,60,0.0422102839600921,0.05102040816326531,0.008445985619459029
745,CCCN(C)C,3645,319,<rdkit.Chem.rdchem.Mol object at 0x7f2bd3ef0ac0>,463,25,3885,344,0.24481964696853414,0.25510204081632654,0.008049527954519341
